sku_id,machine_family,machine_type,vcpus,memory,cpu_arch,region,region_code,zone,os,network_tier,price_model,on_demand_hourly_usd,spot_hourly_usd,sustained_use_discount_eligible,cud_1yr_discount,cud_3yr_discount,preemptible_available,effective_date,currency,boot_disk_type,boot_disk_gb,local_ssd_count,local_ssd_total_gb,gpu_model,gpu_count,gpu_hourly_usd,egress_destination,egress_gb,egress_unit_price_usd,billing_frequency,usage_hours_month,monthly_cost_estimate_usd,price_source,feedback
SKU-A599F34E7412,c3,c3-standard-32,32,128,x86_64,southamerica-east1,SOUTHAMERICA-EAST1,southamerica-east1-a,SUSE,Premium,on-demand,"2,4681",$0.3967,true, 20 % ,,true,2025/06/29,US$,PD-BALANCED,25GB,1,375,,0.0,0,same-continent,500,"0,0828 /GB",per-second,561,,Calculator,Pricing is in line with market rates
SKU-8CB75E1A78D8,c3,C3 HIGHMEM 32,32 vCPU,256GiB,x86_64,asia-southeast1,ASIA-SOUTHEAST1,asia-southeast1-f,Windows Server 2019,STANDARD,on-demand,3.2344 USD,1.4179 USD,no, 20 % ,50%,False,07/05/2024,US$,PD-SSD,100 GB,2,0,,0.0,,china,100,0.22 USD/GB,per minute,730,"2400,26 USD",Pricing table,"Affordable and reliable, highly recommended"
SKU-47A79E8055F7,n1,n1-highcpu-32,32,28.8,X86-64,northamerica-northeast1,northamerica-northeast1,northamericanortheast1b,Windows Server 2019,premium ,on-demand,US$ 1.8038,"0,5849",Y,0.3,45%,YES,2024/03/15,usd,pd_balanced,10,0,,NVIDIA_K80,2.0,"0,3979",australia,10,0.1903,Per_Second,407,,Pricing API,Reasonable cost for enterprise use
SKU-841DE7F58EB2,n1,n1 STANDARD 8,8, 30.0GIB ,x86_64,asia-east1,ASIA-EAST1,ASIA-EAST1-E,Windows Server 2022,Premium,on_demand,$0.5863,—,False,20%,0.5,Y,2024/03/21,usd,pd-balanced,50,0,,,0.0,0,australia,200,0.1884,per-second,varies,"470,7 USD",Pricing table,Excellent balance of price and performance
SKU-C27A715A1FE1,n2d,n2d-standard-32,32 vCPU,128 GB,X86-64,northamerica-northeast1,northamerica_northeast1,Northamerica Northeast1 A ,RHEL,STANDARD,OnDemand,1.7962,0.679,1, 30 % ,0.57,no,2023-02-20,EUR,PD-BALANCED,50 GB,1,2x375,,0.0,0,same-continent,50,0.0762,hourly,varies,1214.47,Manual,"Excellent value for money, great performance to cost ratio"
SKU-C507A23FC1D5,c3,c3-standard-16,16,64,X86-64,us-west1,us_west1,US-WEST1-C,Windows Server 2019,Standard,OnDemand,1.265,$0.1967,,, 50 % ,YES,29/03/2023,US$,pd-standard,10GB,2,,,0.0,0,same-region,10,0.0101,per_second,730,1015.96,Manual,Expensive and not justified
SKU-B7C255B42FC4,n2d,n2d-standard-4, 4vcpus ,16,x86_64,Europe West4,europe-west4,europe-west4-c,Windows Server 2022,STANDARD,on_demand,"0,2871",,False,,50%,False,03/23/2023,EUR,PD-SSD,100,2,,,,0,same-continent,1000,0.083,per-second,730,284.78,Calculator,Satisfied with the cost and performance
SKU-C52FE1DE7B42,n1, n1 HIGHCPU 4 , 4vcpus ,4GiB,arm64,São Paulo,SOUTHAMERICA-EAST1,Southamerica East1 D ,Windows Server 2019,Premium,OnDemand,0.2609 USD,0.1142 USD,,30%,45%,Y,2023/02/25,EUR,pd_balanced,50,0,,,0.0,0,same-region,200,"€0,0101/GB",per minute,varies,193.34,Manual,"Average cost, meets basic requirements"
SKU-CD5AC2669961,n2d,n2d HIGHMEM 8, 8vcpus , 64GIB ,X86-64,US West (Oregon),us-west1,Us West1 A ,Linux,STANDARD,on-demand,$0.5409,0.1814 USD,YES,,45%,YES,16/09/2024,usd,PD-BALANCED,10GB,4,,NVIDIA_V100,2.0,$4.8953,intercontinental,100,0.1208,per minute,730,$3981.46,Pricing API,Reasonable cost for enterprise use
SKU-23652730BB7C,n1,n1HIGHMEM4, 4vcpus ,26.0,X86-64,europe-west1,EUROPE-WEST1,EUROPE-WEST1-D,Windows Server 2022,Standard,on_demand,"0,3238",0.0682,Y, 25 % , 50 % ,,2025/08/08,USD,PD-SSD, 25gb ,2,2x375,,0.0,0,same-continent,10,0.0776,per minute,varies,,Calculator,"Moderate cost, suitable for most use cases"
SKU-6D2ACB7F00AE,e2,e2-standard-8,8,32,arm64,us-central1,US-CENTRAL1,us-central1-d,Windows Server 2019,premium ,OnDemand,,0.1387 USD,,,57%,no,03-09-2024,€,pd-standard,50,1,2x375,,,0,same-region,10,"€0,01/GB",hourly,,"313,65 USD",Pricing table,Pricing is competitive
SKU-746611ABF184,c2,c2 HIGHCPU 96,96,96 GiB,arm64,US East (S. Carolina),US-EAST1,us-east1-a,Windows Server 2019,Premium,OnDemand,5.9838,US$ 0.9839,False,0.25,0.5,False,21-11-2023,usd,pd_standard,25 GB,1,,,0.0,0,australia,1000,0.1852,per minute,730,"4321,13 USD",Manual,Not affordable for our budget
SKU-17C494CD6468,n2d,n2d-highmem-64,64,512 GB,X86-64,us-east1,US-EAST1,useast1e,linux,STANDARD,on_demand,4.405,"1,8372",,25%,45%,YES,01/29/2023,US$,PD-BALANCED,100,0,,,0.0,0,same-region,10,0.0104,per_second,730,,Calculator,Great pricing for the compute power
SKU-8A86EA863892,n2,n2-highmem-8,8 vCPU,64,x86_64,Finland,EUROPE-NORTH1,europe-north1-e,Windows Server 2019,Premium,on_demand,0.7437 USD,0.2577 USD,0,20%,,YES,2023-12-19,usd,pd_ssd,10,4,,,,,same-region,50,0.01 USD/GB,per minute,,"545,12 USD",Calculator,Poor price-to-performance ratio
SKU-F77BF3F63B40,a2,a2-highmem-8,8,128 GB,X86-64,us-east4,us_east4,Us East4 F ,RHEL,Standard,on_demand,$1.1540,$0.3927,1,,,true,2023-02-08,usd,pd_balanced,100,1,,,0.0,0,intercontinental,up to 10GB,"0,1245 /GB",per minute,559,,Manual,Great price point for the resources provided
SKU-5FE9CB7F6D81,N2,n2-highmem-64, 64vcpus ,512,X86-64,US West (Oregon),us_west1,Us West1 F ,Windows Server 2022,premium ,on-demand,5.7462 USD,$1.5173,N, 20 % ,,true,2025-10-29,USD,pd-balanced,25,4,2x375,,0.0,0,same-region,10,0.01 USD/GB,hourly,,$3450.72,Manual,Cost-effective solution for our workload
SKU-D3DFEF2CCAAA,n2,n2-standard-32,32 vCPU,128,arm64,southamerica-east1,SOUTHAMERICA-EAST1,southamerica-east1-d,Linux,STANDARD,on-demand,$1.9608,$0.5228,0,0.25,0.45,0,2025/05/04,€,PD-SSD,10GB,0,0,,0.0,0,same-region,1000,0.01 USD/GB,per minute,varies,,Pricing API,Fair value proposition
SKU-5732A6D242F1,t2d,T2D HIGHMEM 16,16,128,x86_64,US Central (Iowa),US-CENTRAL1,us-central1-a,linux,Premium,on-demand,0.8337,0.3172 USD,False, 25 % ,0.57,1,01/02/2023,USD,pd_ssd, 25gb ,1,,,0.0,0,china,up to 10GB,0.22 USD/GB,Per_Second,369,"314,13 USD",Pricing API,Standard pricing structure
SKU-C5132D8298FC,t2d,t2dHIGHMEM96, 96vcpus ,768,X86-64,northamerica-northeast1,NORTHAMERICA-NORTHEAST1,NORTHAMERICA-NORTHEAST1-E,linux,premium ,on_demand,5.1002 USD,"0,9420",False, 30 % ,,False,2023-06-20,EUR,PD-STANDARD,25GB,0,,,0.0,0,australia,up to 50GB,"0,196 /GB",Per_Second,429,"2022,88 USD",Pricing API,Cost-effective solution for our workload
SKU-C76A496F316B,c2,c2-standard-64,64,256 GB,arm64,US-CENTRAL1,us_central1,Us Central1 E ,Linux,Premium,on_demand,3.6809,1.6014,1,30%,57%,YES,04/13/2025,USD,pd-balanced,25,1,,,0.0,0,same-region,up to 1000GB,0.0104,Per_Second,varies,$2663.09,Calculator,Cost-effective solution for our workload
SKU-3A112AB24E77,e2,e2-standard-96,96,384,arm64,europe-west1,EUROPE-WEST1,Europe West1 F ,RHEL,Premium,on-demand,$4.0948,0.7467 USD,no,,,no,20-08-2024,€,PD-BALANCED,50,1,,,0.0,0,same-region,up to 500GB,0.01 USD/GB,per_second,730,2999.19,Manual,"Price is reasonable, nothing exceptional"
SKU-2DF9A5B20D23,n2d,n2d-highcpu-32,32 vCPU,32,x86_64,Singapore,asia-southeast1,ASIA-SOUTHEAST1-C,RHEL,Standard,on-demand,1.4559,0.2406,True, 25 % , 50 % ,False,2024/06/19,€,pd_standard,100 GB,4,,NVIDIA_T4,4.0,"1,5115",same-continent,100,0.0793,per minute,720,"1976,6 USD",Pricing table,Not cost-effective for our needs
SKU-90FF73871D2A,e2,e2STANDARD2,2,8,X86-64,Europe West1,europe-west1,europe-west1-f,Windows Server 2022,STANDARD,OnDemand,"0,1250",,no, 20 % ,0.57,0,2025-02-27,USD,PD-BALANCED,10GB,0,,,0.0,0,intercontinental,up to 10GB,0.1204,hourly,approx 500,$92.22,Pricing API,Pricing is unreasonable
SKU-0EDFF5DEDED1,t2d,t2d-standard-96,96,384GB,arm64,US-EAST4,us_east4,useast4b,RHEL,STANDARD,on_demand,"4,4492","1,4180",False,20%,,no,08/16/2023,usd,PD-STANDARD,10,0,375,NVIDIA_H100_80GB,4.0,US$ 21.7767,same-region,up to 100GB,0.01 USD/GB,per minute,730,"19564,36 USD",Manual,"Standard pricing, no complaints"
SKU-7DE476437D87,c2,c2HIGHCPU2 ,2 vCPU,2 GB,X86-64,asia-northeast1 ,asia-northeast1,asia-northeast1-b ,linux,Standard,OnDemand,$0.0946,0.0421 USD,1,, 57 % ,true,2023/04/20,US$,pd-standard,25GB,4,,,0.0,0,same-region,500,0.0103,per minute,730,,Manual,Cost prohibitive for small projects
SKU-A22AE2255DA5,t2d,t2d-standard-4,4,16,x86_64,us-central1,us-central1,uscentral1c,SUSE,premium ,OnDemand,$0.1774,0.0454 USD,no, 20 % ,0.57,no,14-10-2025,€,pd-balanced,25,1,,,0.0,0,intercontinental,500,0.1232,per-second,720,$206.85,Pricing API,Poor price-to-performance ratio
SKU-847E7BBE8226,t2d,t2d-standard-64,64 vCPU,256,arm64,US-CENTRAL1,us_central1,uscentral1d,RHEL,STANDARD,on_demand,$2.8508,1.1881 USD,true,, 45 % ,True,06-07-2023,USD,pd_ssd,100,1,,,0.0,,australia,up to 1000GB,0.1916,per minute,730,,Pricing table,Not affordable for our budget
SKU-2FA53B1A51E7,n2,n2-highcpu-2,2,2,X86-64,Asia East1,asia-east1,asiaeast1d,Windows Server 2019,STANDARD,OnDemand,"0,1252",0.0436,1,25%,45%,YES,2023-01-13,EUR,pd-balanced,25,0,750,,0.0,0,same-region,50,0.0101,per-second,139,20.41,Manual,Great price point for the resources provided
SKU-27CD303B62F4,C2,c2-standard-4,4,16 GiB,X86-64,me-central1,me_central1,Me Central1 B ,RHEL,Premium,on_demand,0.3174 USD,0.0777,False,30%,,False,09/02/2024,usd,pd-balanced, 50gb ,0,,,0.0,,same-continent,10,0.0795,per-second,527,"203,83 USD",Manual,Expensive and not justified
SKU-DF7216553BA3,n1,n1 HIGHMEM 4,4,26.0 GiB,X86-64,europe-west4,europe-west4,europewest4a,RHEL,premium ,on-demand,0.2522,US$ 0.0964,Y,,0.45,True,2025-05-03,US$,pd-standard,10GB,0,,,0.0,0,china,10,0.2323,per minute,730,"216,63 USD",Pricing table,Poor price-to-performance ratio
SKU-6AD90A78CE33,t2d,t2d-highmem-16,16,128,arm64,Tokyo,ASIA-NORTHEAST1,asianortheast1e,Windows Server 2019,Standard,on_demand,1.2425 USD,0.3624,False,0.25,,False,2024/08/10,EUR,pd_ssd,10,0,,,,,same-continent,500,0.0793,Per_Second,varies,,Pricing table,Fair value proposition
SKU-2F95A4714983,e2,e2-highcpu-4,4 vCPU, 4GIB ,arm64,northamerica-northeast1,northamerica_northeast1,NORTHAMERICA-NORTHEAST1-D,Windows Server 2019,STANDARD,OnDemand,0.1980 USD,"€0,0506",no,,,1,07/27/2023,€,PD-SSD,25,0,,,0.0,0,australia,500,"0,1951 /GB",per minute,414,$149.78,Pricing table,Not affordable for our budget
SKU-033B7B3A382D,n2,n2HIGHCPU16,16,16,x86_64,NORTHAMERICA-NORTHEAST1,northamerica_northeast1,Northamerica Northeast1 C ,Windows Server 2019,Standard,on-demand,1.0026 USD,,no,25%,0.5,0,15-08-2024,USD,pd-ssd,100 GB,1,,,,0,australia,50,0.198,hourly,730,,Pricing table,Expensive compared to alternatives
SKU-C8C34020762D,n1,n1HIGHCPU32,32,28.8,x86_64,Us East4,US-EAST4,us-east4-a,Windows Server 2019,Standard,on_demand,$1.7995,0.4806 USD,no,0.25,0.45,False,16/04/2023,USD,PD-SSD,25 GB,4,750,,0.0,0,china,100,"0,2221 /GB",hourly,,$1322.14,Pricing API,Standard pricing structure
SKU-D9D8CD7591E9,n2d,n2d-highmem-32,32,256,arm64,europe-north1,europe-north1,Europe North1 F ,Windows Server 2019,STANDARD,on_demand,$2.8602,$0.7706,1, 30 % , 57 % ,N,2024/10/08,US$,PD-STANDARD,10GB,2,,,,,intercontinental,up to 10GB,0.1243,per-second,720,$2060.96,Pricing API,Excellent performance at a reasonable price
SKU-C59E693F61AF,t2d,t2d-highmem-96,96 vCPU,768,arm64,asia-southeast1,ASIA-SOUTHEAST1,Asia Southeast1 D ,Windows Server 2019,Standard,on_demand,$7.8026,$2.9834,Y,,0.57,N,11/03/2023,EUR,PD-SSD, 50gb ,4,,,0.0,0,same-continent,100,0.08 USD/GB,Per_Second,730,"5255,47 USD",Manual,Too expensive for what you get
SKU-D67D283CF937,E2,e2-standard-32,32,128,X86-64,southamerica-east1,southamerica-east1,Southamerica East1 D ,Linux,premium ,OnDemand,1.2934,0.3956,no,, 57 % ,0,29/08/2025,€,PD-STANDARD,10 GB,1,750,,0.0,0,australia,100,0.1867,per-second,720,874.28,Pricing API,Overpriced for the specifications
SKU-73837502FFF5,n1,n1-standard-96,96, 360.0GB ,arm64,us-east1,US-EAST1,US-EAST1-A,Linux,premium ,OnDemand,US$ 4.3378,1.5727,Y,20%, 50 % ,YES,2023-04-08,USD,pd_standard,10,0,,,,,same-region,up to 500GB,0.01 USD/GB,per_second,730,"3153,62 USD",Manual,Excellent price-performance ratio
SKU-93D20D982BE6,c2,C2 STANDARD 2,2,8,arm64,Europe West4,europe_west4,europe-west4-b,RHEL,Premium,on-demand,0.1317,$0.0213,YES,,57%,False,23/10/2024,EUR,pd-ssd,10GB,0,375,,,0,australia,1000,"€0,1899/GB",per minute,682,$258.89,Manual,Not affordable for our budget
SKU-2942BF06855A,n1,n1-standard-8,8 vCPU, 30.0GIB ,x86_64,us-central1,us_central1,us-central1-f,Windows Server 2019,premium ,OnDemand,"€0,513","0,2291",YES, 25 % , 45 % ,N,2024/08/16,€,PD-STANDARD,10 GB,0,,NVIDIA_L4,4.0,$2.3980,china,1000,0.2358,per minute,,"2332,15 USD",Manual,"Moderate cost, suitable for most use cases"
SKU-F0138E377B0B,c3, c3-highcpu-4 , 4vcpus ,4,arm64,US East (N. Virginia),US-EAST4,Us East4 E ,RHEL,Standard,OnDemand,0.2013 USD,"0,0627",YES, 25 % , 45 % ,False,2024/10/03,usd,PD-STANDARD,25GB,2,,,0.0,,same-continent,1000,0.0817,Per_Second,720,"255,1 USD",Manual,Adequate pricing for the resources
SKU-592139CDB283,e2,e2-highmem-64, 64vcpus ,512,X86-64,europe-north1,EUROPE-NORTH1,europe-north1-d,Windows Server 2019,Premium,OnDemand,4.4292 USD,$1.8150,Y, 30 % ,57%,1,2023-03-20,USD,pd-standard, 50gb ,1,2x375,,,0,australia,200,"0,1872 /GB",hourly,720,"3228,46 USD",Calculator,Acceptable cost for the specifications
SKU-E7CA4D9C7987,t2d,t2d-highcpu-96,96 vCPU,96,arm64,Asia Northeast1,asia-northeast1,asia-northeast1-d,RHEL,Standard,on_demand,"3,6800",1.128,N,,50%,true,10/17/2023,€,PD-SSD,50 GB,0,,,0.0,,intercontinental,200,0.12 USD/GB,hourly,307,"1274,12 USD",Manual,Poor price-to-performance ratio
SKU-2AC7A68178B4,n2d,n2d-highmem-8,8,64GB,X86-64,us-east4,US-EAST4,us-east4-a,Windows Server 2019,Standard,on_demand,0.6972,0.1456,1, 20 % ,,False,24-04-2024,US$,PD-SSD,10,4,,,,0,china,up to 500GB,"0,2381 /GB",per-second,730,,Pricing table,Cost is too high for the performance
SKU-1905E57E848B,c3,C3 HIGHCPU 4,4,4,X86-64,asia-east1,asia-east1,Asia East1 F ,SUSE,STANDARD,on_demand,$0.2201,"€0,0469",1,30%,,True,2025-10-19,€,pd-standard, 25gb ,0,,,0.0,,australia,50,0.1969,per_second,720,$169.28,Pricing API,"Fair price point, meets expectations"
SKU-BB8084A411C4,e2,e2highcpu8, 8vcpus ,8 GiB,X86-64,US-EAST1,US-EAST1,us-east1-c,RHEL,premium ,on-demand,0.256,—,YES,, 45 % ,no,2025/08/09,€,pd_ssd, 10gb ,0,,,0.0,0,intercontinental,up to 1000GB,0.1231,hourly,varies,,Pricing API,Pricing is acceptable
SKU-40887A23A3E0,n2d,n2d-highmem-32, 32vcpus ,256,X86-64,AUSTRALIA-SOUTHEAST1,AUSTRALIA-SOUTHEAST1,australia-southeast1-b,RHEL,Standard,on_demand,"2,7631",0.5886,,0.25, 57 % ,True,22-07-2025,EUR,pd-balanced,100,2,,,0.0,0,australia,1000,"€0,1876/GB",per minute,720,2012.09,Manual,Very satisfied with the pricing and performance
SKU-0C9F6D3709AC,n2d,n2d-standard-96,96,384,x86_64,us-east1,US-EAST1,us-east1-f,RHEL,premium ,on_demand,$5.2899,1.4879 USD,False,30%, 57 % ,,01/04/2025,USD,pd_standard, 25gb ,2,,,0.0,0,australia,200,0.1817,Per_Second,245,1333.38,Calculator,Cost prohibitive for small projects
SKU-880E10CA6129,e2,e2-highmem-96,96,768GiB,X86-64,asia-east1,asia_east1,asia-east1-f,linux,Premium,on-demand,"€4,6983",$1.8628,1,0.25,45%,no,2023/12/31,€,PD-STANDARD,100,0,0,,0.0,0,australia,200,0.1903,per_second,720,,Manual,Overpriced for the specifications
SKU-B7C2212F8F74,n1,n1 STANDARD 2, 2vcpus ,7.5 GiB,x86_64,Europe West4,europe-west4,EUROPE-WEST4-A,SUSE,Premium,on_demand,0.1077,US$ 0.0432,true,20%,,no,2023-06-22,US$,PD-BALANCED,10 GB,4,,,0.0,0,australia,up to 200GB,"0,1972 /GB",per_second,,$119.05,Pricing table,Pricing is unreasonable
SKU-3479F7742F7D,e2,e2 HIGHMEM 4, 4vcpus ,32 GB,arm64,Europe West (Belgium),EUROPE-WEST1,Europe West1 E ,RHEL,Standard,on-demand,"0,2364",$0.0544,no,,,False,02/21/2023,usd,pd_ssd,50GB,0,,,,0,australia,500,0.1897,per minute,458,$211.62,Pricing API,"Good value proposition, worth the investment"
SKU-899F84D1E490,e2, e2-highmem-2 ,2, 16GB ,x86_64,australia-southeast1,australia_southeast1,australia-southeast1-d,Windows Server 2022,Premium,on-demand,0.157,0.0289 USD,Y,,50%,1,2023/01/01,usd,pd-balanced,50,0,2x375,,0.0,0,same-region,up to 10GB,0.0096,Per_Second,730,"119,69 USD",Calculator,"Not worth the price, overpriced"
SKU-ED2795DC9144,n2,n2highmem4, 4vcpus ,32,arm64,Europe West (Netherlands),europe-west4,europe-west4-d,Windows Server 2022,Standard,OnDemand,$0.3823,$0.1100,0,0.3,0.5,N,26-08-2023,€,PD-BALANCED, 25gb ,2,,,0.0,0,same-continent,100,0.08 USD/GB,Per_Second,varies,"289,76 USD",Calculator,"Average pricing, acceptable for standard workloads"
SKU-A6F8BFB8B6CF,a2,a2-standard-2,2,24,x86_64,northamerica-northeast1,northamerica-northeast1,Northamerica Northeast1 F ,linux,premium ,OnDemand,0.2517,0.0514 USD,1,, 50 % ,Y,13/09/2025,usd,pd-standard,100 GB,0,,,0.0,0,intercontinental,up to 500GB,"0,1194 /GB",per minute,153,"102,19 USD",Pricing table,Not affordable for our budget
SKU-09B15A3D16B9,c2,c2-highcpu-64,64,64,arm64,europe-west1,EUROPE-WEST1,Europe West1 F ,SUSE,STANDARD,OnDemand,3.4911 USD,—,no,, 50 % ,N,22/11/2024,€,PD-BALANCED,10 GB,2,0,,0.0,,same-continent,up to 500GB,"0,0766 /GB",per_second,361,1195.59,Manual,Too expensive for what you get
SKU-B48474ED2594,n2,n2-standard-8,8 vCPU,32 GB,x86_64,southamerica_east1,southamerica_east1,southamerica-east1-e,SUSE,STANDARD,OnDemand,0.5449,0.1703 USD,0, 25 % , 50 % ,1,2024-03-06,US$,PD-SSD, 100gb ,4,0,,0.0,,same-region,500,0.01 USD/GB,per_second,720,"414,19 USD",Calculator,Pricing is acceptable
SKU-473A5BE552E5,n2d,N2D STANDARD 16, 16vcpus ,64 GB,X86-64,Asia Southeast1,asia_southeast1,asia-southeast1-d,RHEL,premium ,on_demand,$1.0322,0.2294,YES,20%, 50 % ,1,2024-09-28,usd,pd_ssd,50,2,750,NVIDIA_T4,1.0,0.3762 USD,china,10,0.2268,hourly,720,1024.81,Pricing table,"Fair price point, meets expectations"
SKU-DDA655BC3135,a2,A2 HIGHMEM 32,32,512,X86-64,Tokyo,asia_northeast1,asia-northeast1-b,Windows Server 2022,Standard,on_demand,US$ 5.5357,1.8069 USD,1,0.25, 57 % ,N,19/04/2025,US$,pd-balanced,25 GB,4,750,,0.0,0,same-region,up to 50GB,0.0098,Per_Second,730,"4237,53 USD",Calculator,"Affordable and reliable, highly recommended"
SKU-0086D1744177,e2,e2HIGHMEM2,2, 16GIB ,x86_64,EUROPE-NORTH1,EUROPE-NORTH1,europenorth1f,Windows Server 2019,Premium,on_demand,"0,1457",0.0569,1, 20 % ,,true,23-08-2024,€,PD-STANDARD,10GB,0,,NVIDIA_A100_40GB,1.0,"€3,6472",same-region,up to 50GB,"€0,0102/GB",per_second,730,$2548.16,Manual,Very satisfied with the pricing and performance
SKU-EA47742CBEB1,e2,e2-highcpu-32,32,32 GB,X86-64,Asia Southeast1,asia-southeast1,ASIA-SOUTHEAST1-B,RHEL,Premium,on_demand,1.1198 USD,0.4914,True, 30 % ,0.5,YES,2024-11-28,€,PD-BALANCED,10,2,,,0.0,,china,10,"0,2204 /GB",hourly,409,,Pricing table,"Poor value, consider alternatives"
SKU-E780246A8FD6,c3,c3-highcpu-64,64,64,x86_64,northamerica-northeast1,northamerica-northeast1,northamerica-northeast1-e,Windows Server 2019,Premium,on_demand,$4.3050,,1,, 45 % ,true,2023-07-06,USD,pd_ssd,25,0,,,0.0,0,china,up to 10GB,0.2248,per-second,720,3106.11,Pricing API,Pricing is unreasonable
SKU-AE35DBDA749C,n2d, n2d-standard-8 , 8vcpus ,32,x86_64,US Central (Iowa),us_central1,us-central1-b,Windows Server 2022,Premium,OnDemand,0.5546,0.108,YES, 25 % , 57 % ,False,2025-07-12,usd,pd_balanced,50GB,4,,,,0,australia,100,0.19 USD/GB,per-second,730,429.2,Pricing API,"Expensive option, not recommended"
SKU-4E478D85051D,n1,n1-highmem-2,2,13.0,arm64,asia-northeast1,ASIA-NORTHEAST1,asianortheast1e,Linux,Standard,on_demand,0.1206 USD,$0.0430,True,0.25,45%,False,17/09/2025,US$,pd-balanced,100 GB,0,0,,0.0,,same-region,up to 10GB,0.0101,Per_Second,720,,Calculator,"Expensive option, not recommended"
SKU-775E36CD6609,e2,e2-highcpu-96,96 vCPU,96,x86_64,Europe West (Belgium),europe-west1,europe-west1-d,SUSE,Standard,OnDemand,"3,1915",$1.2009,no, 20 % , 57 % ,,05/01/2023,US$,PD-SSD, 25gb ,1,,,,0,same-region,100,0.0096,per_second,730,$2335.04,Pricing table,"Price is reasonable, nothing exceptional"
SKU-004B07C39BB0,t2d,t2d-highmem-64 ,64 vCPU,512,arm64,SOUTHAMERICA-EAST1 ,southamerica-east1,southamerica-east1-e ,RHEL,Premium,on_demand,"4,2525","1,8287",,,0.57,False,10/07/2025,EUR,PD-SSD,50,4,,,0.0,,australia,500,"0,1924 /GB",per-second,730,,Calculator,Standard pricing for this configuration
SKU-4418C33165B2,t2d,t2d-highmem-16,16 vCPU,128,x86_64,europe-west4,europe-west4,EUROPE-WEST4-B,RHEL,STANDARD,on_demand,0.9798 USD,0.4086,true,,0.5,False,08-07-2025,USD,PD-STANDARD,10,2,,,0.0,0,australia,200,0.1971,per minute,730,"755,09 USD",Pricing API,Great price point for the resources provided
SKU-AED46EBCB376,n1,n1-highcpu-16,16,14.4,arm64,asia_east1,asia_east1,Asia East1 F ,Windows Server 2022,STANDARD,on-demand,"0,9895",0.3272 USD,N,,0.57,N,2024/10/06,€,PD-BALANCED,50GB,1,375,,0.0,0,intercontinental,500,0.12 USD/GB,per-second,730,726.55,Pricing table,Poor price-to-performance ratio
SKU-E9B9C6A83FC7,a2,a2-highmem-2,2,32,arm64,europe_west4,EUROPE-WEST4,europewest4b,linux,premium ,on-demand,$0.3007,0.1155,0,,57%,False,10-09-2024,EUR,pd-ssd,25,1,0,,0.0,,china,50,0.2409,per minute,approx 500,$232.77,Pricing API,Excellent performance at a reasonable price
SKU-41B77BB8198C,n2d,n2d-standard-2,2,8,X86-64,Doha,me_central1,mecentral1c,SUSE,Standard,on_demand,,$0.0481,0,,45%,Y,10-12-2023,EUR,pd-balanced, 10gb ,2,0,,0.0,,china,200,0.2274,Per_Second,720,141.66,Manual,Standard pricing structure
SKU-5647336C86EF,n2,n2-highcpu-2,2,2 GB,X86-64,Australia Southeast1,australia_southeast1,australiasoutheast1c,linux,premium ,on_demand,US$ 0.0846,0.0327 USD,YES, 25 % ,,1,08/18/2025,US$,pd_ssd,100,0,750,,,0,australia,up to 1000GB,0.20 USD/GB,Per_Second,331,"240,46 USD",Calculator,"Standard pricing, no complaints"
SKU-5F328824A6CB,a2,a2HIGHMEM8,8,128,X86-64,us-east1,us_east1,US-EAST1-F,SUSE,Premium,on_demand,1.2035 USD,"€0,4303",,,0.5,0,2024/08/20,€,PD-STANDARD,50,0,0,,0.0,,same-region,1000,0.0102,per-second,114,149.42,Pricing API,Poor price-to-performance ratio
SKU-CF5268CB8C8D,n1,n1-highmem-16,16,104.0,x86_64,asia_southeast1,asia_southeast1,ASIA-SOUTHEAST1-C,Linux,Premium,on_demand,"€0,9823","0,3486",1, 30 % ,57%,YES,04-12-2024,€,pd-standard,10GB,0,,NVIDIA_L4,4.0,$2.4335,australia,1000,"0,1927 /GB",per_second,329,$1211.57,Manual,Reasonable cost for enterprise use
SKU-758BAB71C299,n2d,n2d-highmem-2,2,16,x86_64,asia_east1,asia_east1,asia-east1-e,Linux,STANDARD,on_demand,0.1438,US$ 0.0234,true,25%, 45 % ,False,19-10-2023,USD,pd_ssd,100GB,1,,,0.0,0,same-continent,up to 10GB,"0,0827 /GB",per minute,720,,Pricing API,"Not worth the price, overpriced"
SKU-B160ADF23F60,n2,n2-highcpu-4,4,4,arm64,Us East1,us-east1,us-east1-a,RHEL,Premium,on-demand,0.1712,0.0419,Y, 20 % ,50%,0,2024/04/26,EUR,pd_balanced,25 GB,0,,,0.0,,china,10,0.2415,Per_Second,730,119.49,Calculator,Excellent performance at a reasonable price
SKU-605A0EAC7B59,n1,n1-standard-8,8,30.0,X86-64,US East (S. Carolina),us_east1,US-EAST1-C,Windows Server 2019,Premium,OnDemand,$0.5025,—,N,,50%,True,10-04-2025,€,pd_standard,50,4,375,,0.0,0,intercontinental,1000,0.1247,per-second,approx 500,,Pricing table,Reasonable pricing for enterprise workloads
SKU-856DB72D308B,t2d,T2D HIGHCPU 8, 8vcpus ,8,X86-64,northamerica-northeast1,northamerica-northeast1,Northamerica Northeast1 E ,RHEL,premium ,on_demand,"0,2962",0.1308,False,0.3,57%,no,05/05/2025,US$,pd_balanced,25,0,,,0.0,0,same-region,50,0.01,per-second,approx 500,"219,19 USD",Calculator,"Affordable and reliable, highly recommended"
